ID	可用版本	角色名称	敌人所用角色ID	角色的被动	角色最大血量	角色血量波动值	敌人行人顺序									
20091	1	Oddish	ModCharacterID(109)	GHS[ModHighActionID(21),1,1,0,null,null,0&ModHighActionID(22),0,1,0,null&ModHighActionID(3),1,1,0,null,null,0&ModHighActionID(13),1,1,0,null,null,0]	20	0	GEA[100&1012,1,1,0,[<A_TriggerActionWorkValue:0>*0.25],null&1001,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(83)>)+(4)*((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(14)>+<C_OneActionDuration:1:ModHighActionID(15)>)^2)/((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(12)>+<C_OneActionDuration:1:ModHighActionID(16)>+<C_OneActionDuration:1:ModHighActionID(7)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(3)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(82)>/20))],null,null]									
20101	1	Gloom	ModCharacterID(110)	GHS[ModHighActionID(21),1,1,0,null,null,0&ModHighActionID(22),0,1,0,null&ModHighActionID(3),1,1,0,null,null,0&ModHighActionID(13),1,1,0,null,null,0]	40	1	GEA[100&1012,1,1,0,[<A_TriggerActionWorkValue:0>*0.25],null&1001,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(83)>)+(4)*((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(14)>+<C_OneActionDuration:1:ModHighActionID(15)>)^2)/((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(12)>+<C_OneActionDuration:1:ModHighActionID(16)>+<C_OneActionDuration:1:ModHighActionID(7)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(3)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(82)>/20))],null,null&ModHighActionID(83),2,1,0,null,null,0]									
20111	1	Clefairy	ModCharacterID(111)	GHS[ModHighActionID(21),1,1,0,null,null,0&ModHighActionID(22),0,1,0,null&ModHighActionID(9),1,1,0,null,null,0]	45	1	GEA[100_5&1056,0,1,113,<C_CurrentBuffID:1>,null]	GEA[100&1006,0,1,113,[<C_HealthMax:0>*0.25],null]	GEA[100&1003,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(95)>)+(6)*((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(7)>+<C_OneActionDuration:1:ModHighActionID(8)>)^2)/((<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(18)>+<C_OneActionDuration:1:ModHighActionID(1)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(9)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(94)>/20))],null,null&3003,1,1,0,null,null,211]							
20121	1	Geodude	ModCharacterID(112)	GHS[ModHighActionID(21),1,1,0,null,null,0&ModHighActionID(22),0,1,0,null&ModHighActionID(14),1,1,0,null,null,0&ModHighActionID(15),1,1,0,null,null,0]	50	1	GEA[100&1001,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(107)>)+(6)*((<C_OneActionDuration:1:ModHighActionID(12)>+<C_OneActionDuration:1:ModHighActionID(16)>+<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(6)>)^2)/((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(14)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(15)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(106)>/20))],null,null,Melee/Melee_Kick]	GEA[100&1005,0,1,0,[<C_HealthMax:0>*0.2],null]	GEA[100&1001,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(105)>)+(8)*((<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(4)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)/((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(16)>+<C_OneActionDuration:1:ModHighActionID(12)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(14)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(104)>/20))],null,null,Melee/Melee_Kick]							
20131	1	Staryu	ModCharacterID(113)	GHS[ModHighActionID(21),1,1,0,null,null,0&ModHighActionID(22),0,1,0,null&ModHighActionID(2),1,1,0,null,null,0&ModHighActionID(151),1,1,0,null,null,0&ModHighActionID(152),1,1,0,null,null,0]	60	0	GEA[100&1003,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(81)>)+(6)*((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(14)>)^2)/((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(2)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(80)>/20))],null,null]	GEA[100&1006,0,1,0,[<C_HealthMax:0>*0.5],null]	GEA[50&1002,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(97)>)+(4)/((<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(18)>+<C_OneActionDuration:1:ModHighActionID(17)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(10)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(96)>/20))],null,null,Melee/Melee_Kick]|[50&1005,0,1,0,[<C_HealthMax:0>*0.2],null]							
20141	1	Pikachu	ModCharacterID(114)	GHS[ModHighActionID(21),1,1,0,null,null,0&ModHighActionID(22),0,1,0,null&ModHighActionID(4),1,1,0,null,null,0]	45	0	GEA[50&1001,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(85)>)+(5)*((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(12)>)^2)/((<C_OneActionDuration:1:ModHighActionID(4)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(7)>+<C_OneActionDuration:1:ModHighActionID(14)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(4)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(84)>/20))],null,null]|[50&1001,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(85)>)+(5)*((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(12)>)^2)/((<C_OneActionDuration:1:ModHighActionID(4)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(7)>+<C_OneActionDuration:1:ModHighActionID(14)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(4)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(84)>/20))],null,null&1002,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(97)>)+(4)/((<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(18)>+<C_OneActionDuration:1:ModHighActionID(17)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(10)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(96)>/20))],null,null,Melee/Melee_Kick]	GEA[50&1002,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(113)>)+(8)*((<C_OneActionDuration:1:ModHighActionID(6)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)/((<C_OneActionDuration:1:ModHighActionID(18)>+<C_OneActionDuration:1:ModHighActionID(1)><C_OneActionDuration:1:ModHighActionID(2)><C_OneActionDuration:1:ModHighActionID(4)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(18)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(112)>/20))],null,null,Melee/Melee_StrongImpact]|[50&1002,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(113)>)+(8)*((<C_OneActionDuration:1:ModHighActionID(6)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)/((<C_OneActionDuration:1:ModHighActionID(18)>+<C_OneActionDuration:1:ModHighActionID(1)><C_OneActionDuration:1:ModHighActionID(2)><C_OneActionDuration:1:ModHighActionID(4)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(18)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(112)>/20))],null,null,Melee/Melee_StrongImpact&1002,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(97)>)+(4)/((<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(18)>+<C_OneActionDuration:1:ModHighActionID(17)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(10)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(96)>/20))],null,null,Melee/Melee_Kick]	GEA[50&1006,0,1,0,7,7&ModHighActionID(77),2,1,0,null,null,0]|[50&1006,0,1,0,7,7&ModHighActionID(77),2,1,0,null,null,0&1002,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(97)>)+(4)/((<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(18)>+<C_OneActionDuration:1:ModHighActionID(17)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(10)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(96)>/20))],null,null,Melee/Melee_Kick]							
30011	1	Onix	ModCharacterID(301)	GHS[ModHighActionID(21),1,1,0,null,null,0&ModHighActionID(22),0,1,0,null&ModHighActionID(14),1,1,0,null,null,0&ModHighActionID(15),1,1,0,null,null,0&ModHighActionID(133),0,1,0,null,null,0]	100	0	GEA[100&1001,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(105)>)+(10)*((<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(4)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)/((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(16)>+<C_OneActionDuration:1:ModHighActionID(12)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(14)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(104)>/20))],null,null,Melee/Melee_Kick]	GEA[100&1005,0,1,0,10,null&ModHighActionID(105),3,1,0,null,null,0&ModHighActionID(107),3,1,0,null,null,0]	GEA[100&1002,0,3,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(107)>)+(2)*((<C_OneActionDuration:1:ModHighActionID(12)>+<C_OneActionDuration:1:ModHighActionID(16)>+<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(6)>)^2)/((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(14)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(15)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(106)>/20))],null,null,Melee/Melee_Kick]							
30021	1	Starmie	ModCharacterID(302)	GHS[ModHighActionID(21),1,1,0,null,null,0&ModHighActionID(22),0,1,0,null&ModHighActionID(2),1,1,0,null,null,0&ModHighActionID(5),1,1,0,null,null,0&ModHighActionID(151),1,1,0,null,null,0&ModHighActionID(152),1,1,0,null,null,0]	120	0	GEA[100&1003,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(81)>)+(8)*((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(14)>)^2)/((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(2)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(80)>/20))],null,null]	GEA[100&1001,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(97)>)+(4)/((<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(18)>+<C_OneActionDuration:1:ModHighActionID(17)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(10)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(96)>/20))],null,null,Melee/Melee_Kick&1056,0,1,113,ModHighActionID(42),null]	GEA[100&1005,0,1,0,15,null&ModHighActionID(81),2,1,0,null,null,0]							
30031	1	Raichu	ModCharacterID(303)	GHS[ModHighActionID(21),1,1,0,null,null,0&ModHighActionID(22),0,1,0,null&ModHighActionID(4),1,1,0,null,null,0&ModHighActionID(154),1,1,0,null,null,0]	125	0	GEA[70_2&1001,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(85)>)+(8)*((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(12)>)^2)/((<C_OneActionDuration:1:ModHighActionID(4)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(7)>+<C_OneActionDuration:1:ModHighActionID(14)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(4)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(84)>/20))],null,null]|[30_2&1001,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(85)>)+(8)*((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(12)>)^2)/((<C_OneActionDuration:1:ModHighActionID(4)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(7)>+<C_OneActionDuration:1:ModHighActionID(14)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(4)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(84)>/20))],null,null&ModHighActionID(41),0,1,321,ModHighActionID(31)!3,null]	GEA[100_6&1119,0,1,221,-1,null&ModHighActionID(76),2,1,113,null,null,0]	GEA[100&ModHighActionID(161),1,1,0,null,null,0]	GEA[70_2&1001,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(85)>)+(15)*((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(12)>)^2)/((<C_OneActionDuration:1:ModHighActionID(4)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(7)>+<C_OneActionDuration:1:ModHighActionID(14)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(4)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(84)>/20))],null,null&ModHighActionID(41),0,1,321,ModHighActionID(31)!3,null&1056,0,1,113,ModHighActionID(161),null]|[30_2&2560,1,1,0,null,null,0&1001,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(85)>)+(15)*((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(12)>)^2)/((<C_OneActionDuration:1:ModHighActionID(4)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(7)>+<C_OneActionDuration:1:ModHighActionID(14)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(4)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(84)>/20))],null,null&1056,0,1,113,ModHighActionID(161),null]						
30041	1	Vileplume	ModCharacterID(304)	GHS[ModHighActionID(21),1,1,0,null,null,0&ModHighActionID(22),0,1,0,null&ModHighActionID(3),1,1,0,null,null,0&ModHighActionID(13),1,1,0,null,null,0&ModHighActionID(155),1,1,0,null,null,0]	120	0	GEA[100&1012,1,1,0,[<A_TriggerActionWorkValue:0>*0.25],null&1001,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(83)>)+(6)*((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(14)>+<C_OneActionDuration:1:ModHighActionID(15)>)^2)/((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(12)>+<C_OneActionDuration:1:ModHighActionID(16)>+<C_OneActionDuration:1:ModHighActionID(7)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(3)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(82)>/20))],null,null&ModHighActionID(83),3,1,0,null,null,0]	GEA[100_6&ModHighActionID(43),0,1,321,ModHighActionID(42)!3,null]	GEA[100&1012,1,1,0,[<A_TriggerActionWorkValue:0>*0.25],null&1001,0,1,211,[(0+<C_OneActionDuration:0:ModHighActionID(77)>+<C_OneActionDuration:0:ModHighActionID(83)>)+(6)*((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(14)>+<C_OneActionDuration:1:ModHighActionID(15)>)^2)/((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(12)>+<C_OneActionDuration:1:ModHighActionID(16)>+<C_OneActionDuration:1:ModHighActionID(7)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(3)>/2))*(1+(<C_OneActionDuration:0:ModHighActionID(76)>/20)+(<C_OneActionDuration:0:ModHighActionID(82)>/20))],null,null&ModHighActionID(83),3,1,0,null,null,0]	GEA[100_6&ModHighActionID(39),0,1,211,ModHighActionID(27)!4,null]						
